Knight Tour Path:
Step 1: (0, 0) -> a1
Step 871: (20, 18) -> s21
Step 872: (19, 20) -> u20
Step 873: (21, 19) -> t22
Step 874: (23, 18) -> s24
Step 875: (22, 20) -> u23
Step 876: (20, 21) -> v21
Step 877: (19, 23) -> x20
Step 878: (18, 25) -> z19
Step 879: (17, 27) -> |18
Step 880: (15, 28) -> }16
Step 881: (13, 27) -> |14
Step 882: (12, 25) -> z13
Step 883: (14, 26) -> {15
Step 884: (16, 25) -> z17
Step 885: (17, 23) -> x18
Step 886: (18, 21) -> v19
Step 887: (19, 19) -> t20
Step 888: (21, 18) -> s22
Step 889: (22, 16) -> q23
Step 890: (21, 14) -> o22
Step 891: (19, 13) -> n20
Step 892: (17, 12) -> m18
Step 893: (15, 11) -> l16
Step 894: (13, 12) -> m14
Step 895: (12, 14) -> o13
Step 896: (10, 15) -> p11
Step 897: (9, 17) -> r10
Step 898: (8, 19) -> t9
Step 899: (9, 21) -> v10
Step 900: (10, 23) -> x11
Step 901: (12, 24) -> y13
Step 902: (11, 22) -> w12
Step 903: (10, 20) -> u11
Step 904: (8, 21) -> v9
Step 905: (7, 19) -> t8
Step 906: (6, 17) -> r7
Step 907: (7, 15) -> p8
Step 908: (8, 17) -> r9
Step 909: (9, 19) -> t10
Step 910: (10, 21) -> v11
Step 911: (11, 23) -> x12
Step 912: (13, 24) -> y14
Step 913: (15, 25) -> z16
Step 914: (17, 24) -> y18
Step 915: (16, 26) -> {17
Step 916: (14, 25) -> z15
Step 917: (15, 23) -> x16
Step 918: (13, 22) -> w14
Step 919: (14, 24) -> y15
Step 920: (15, 26) -> {16
Step 921: (17, 25) -> z18
Step 922: (18, 23) -> x19
Step 923: (16, 24) -> y17
Step 924: (17, 22) -> w18
Step 925: (19, 21) -> v20
Step 926: (20, 19) -> t21
Step 927: (21, 17) -> r22
Step 928: (20, 15) -> p21
Step 929: (19, 17) -> r20
Step 930: (18, 19) -> t19
Step 931: (17, 21) -> v18
Step 932: (16, 23) -> x17
Step 933: (18, 22) -> w19
Step 934: (16, 21) -> v17
Step 935: (18, 20) -> u19
Step 936: (19, 18) -> s20
Step 937: (20, 16) -> q21
Step 938: (19, 14) -> o20
Step 939: (21, 15) -> p22
Step 940: (20, 17) -> r21
Step 941: (19, 15) -> p20
Step 942: (18, 17) -> r19
Step 943: (17, 19) -> t18
Step 944: (15, 20) -> u16
Step 945: (14, 22) -> w15
Step 946: (15, 24) -> y16
Step 947: (13, 25) -> z14
Step 948: (11, 24) -> y12
Step 949: (13, 23) -> x14
Step 950: (15, 22) -> w16
Step 951: (16, 20) -> u17
Step 952: (17, 18) -> s18
Step 953: (18, 16) -> q19
Step 954: (17, 14) -> o18
Step 955: (15, 13) -> n16
Step 956: (13, 14) -> o14
Step 957: (14, 12) -> m15
Step 958: (12, 13) -> n13
Step 959: (11, 15) -> p12
Step 960: (9, 14) -> o10
Step 961: (8, 16) -> q9
Step 962: (9, 18) -> s10
Step 963: (10, 16) -> q11
Step 964: (11, 18) -> s12
Step 965: (12, 20) -> u13
Step 966: (10, 19) -> t11
Step 967: (8, 18) -> s9
Step 968: (9, 16) -> q10
Step 969: (11, 17) -> r12
Step 970: (12, 15) -> p13
Step 971: (14, 14) -> o15
Step 972: (16, 13) -> n17
Step 973: (18, 14) -> o19
Step 974: (19, 16) -> q20
Step 975: (17, 15) -> p18
Step 976: (15, 14) -> o16
Step 977: (13, 15) -> p14
Step 978: (11, 16) -> q12
Step 979: (10, 18) -> s11
Step 980: (9, 20) -> u10
Step 981: (10, 22) -> w11
Step 982: (12, 23) -> x13
Step 983: (11, 21) -> v12
Step 984: (12, 19) -> t13
Step 985: (13, 21) -> v14
Step 986: (11, 20) -> u12
Step 987: (12, 22) -> w13
Step 988: (14, 23) -> x15
Step 989: (16, 22) -> w17
Step 990: (14, 21) -> v15
Step 991: (13, 19) -> t14
Step 992: (12, 21) -> v13
Step 993: (14, 20) -> u15
Step 994: (15, 18) -> s16
Step 995: (13, 17) -> r14
Step 996: (14, 19) -> t15
Step 997: (15, 21) -> v16
Step 998: (17, 20) -> u18
Step 999: (18, 18) -> s19
Step 1000: (16, 19) -> t17
Step 1001: (17, 17) -> r18
Step 1002: (18, 15) -> p19
Step 1003: (16, 16) -> q17
Step 1004: (14, 15) -> p15
Step 1005: (16, 14) -> o17
Step 1006: (15, 16) -> q16
Step 1007: (16, 18) -> s17
Step 1008: (17, 16) -> q18
Step 1009: (15, 17) -> r16
Step 1010: (16, 15) -> p17
Step 1011: (14, 16) -> q15
Step 1012: (12, 17) -> r13
Step 1013: (11, 19) -> t12
Step 1014: (10, 17) -> r11
Step 1015: (12, 16) -> q13
Step 1016: (13, 18) -> s14
Step 1017: (15, 19) -> t16
Step 1018: (13, 20) -> u14
Step 1019: (12, 18) -> s13
Step 1020: (14, 17) -> r15
Step 1021: (15, 15) -> p16
Step 1022: (13, 16) -> q14
Step 1023: (14, 18) -> s15
Step 1024: (16, 17) -> r17
